Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2011 Used Maruti Suzuki Swift in Kurnool,Swift  [2010-2011],2011,210000,Maruti Suzuki,218000,Diesel,Hatchback,5,Second Owner ,Manual,kurnool
2014 Used Hyundai i20 in Kurnool,i20 [2012-2014],2014,431501,Hyundai,75000,Petrol,Hatchback,5,Second Owner ,Manual,kurnool
2012 Used Maruti Suzuki Alto in Kurnool,Alto K10 [2010-2014],2012,200000,Maruti Suzuki,70500,Petrol,Hatchback,5,Second Owner ,Manual,kurnool
2021 Used Maruti Suzuki DZire in Kurnool,Dzire [2020-2024],2021,700000,Maruti Suzuki,55000,Petrol,CompactSedan,5,First Owner ,Manual,kurnool
2017 Used Hyundai Grand i10 in Kurnool,Grand i10 [2013-2017],2017,450000,Hyundai,107000,Diesel,Hatchback,5,Second Owner ,Manual,kurnool
2022 Used Hyundai Creta in Kurnool,Creta [2020-2023],2022,1550000,Hyundai,51200,Petrol,SUV,5,First Owner ,Manual,kurnool
2013 Used Mahindra Xylo in Kurnool,Xylo [2012-2014],2013,200000,Mahindra,107206,Diesel,SUV,7,Second Owner ,Manual,kurnool
2006 Used Maruti Suzuki Swift in Kurnool,Swift  [2005-2010],2006,250000,Maruti Suzuki,110000,Petrol,Hatchback,5,Second Owner ,Manual,kurnool
2025 Used Tata Curvv EV in Kurnool,Curvv EV,2025,2200000,Tata,11000,Electric,SUV,5,First Owner ,Automatic,kurnool
2020 Used Hyundai Grand i10 NIOS in Kurnool,Grand i10 Nios [2019-2023],2020,600000,Hyundai,30000,Petrol,Hatchback,5,First Owner ,Automatic (AMT),kurnool
2014 Used Mahindra XUV500 in Kurnool,XUV500 [2011-2015],2014,350000,Mahindra,112500,Diesel,SUV,7,Second Owner ,Manual,kurnool
2016 Used Maruti Suzuki Swift DZire in Kurnool,Swift Dzire [2015-2017],2016,450000,Maruti Suzuki,167000,Diesel,CompactSedan,5,Third Owner ,Manual,kurnool
2015 Used Tata Indigo in Kurnool,Indigo eCS [2013-2018],2015,190000,Tata,140000,Diesel,CompactSedan,5,Second Owner ,Manual,kurnool
2023 Used Maruti Suzuki Alto 800 in Kolhapur,Alto 800,2023,460000,Maruti Suzuki,20000,Petrol,Hatchback,5,First Owner,Manual,kolhapur
2023 Used Hyundai Creta in Kolhapur,Creta [2023-2024],2023,1650000,Hyundai,36000,Diesel,SUV,5,First Owner,Manual,kolhapur
2025 Used MG Cyberster in Mumbai,Cyberster,2025,7499000,MG,50,Electric,15,2,UnRegistered Car,Automatic,kolhapur
2019 Used Maruti Suzuki Celerio in Kolhapur,Celerio [2017-2021],2019,480000,Maruti Suzuki,23404,Petrol,Hatchback,5,First Owner,Manual,kolhapur
2022 Used Maruti Suzuki Ertiga in Kolhapur,Ertiga,2022,1140000,Maruti Suzuki,54209,CNG,MPV_MUV,7,First Owner,Manual,kolhapur
2022 Used Hyundai Venue in Kolhapur,Venue,2022,1100000,Hyundai,39858,Diesel,SubCompactSuv,5,First Owner,Manual,kolhapur
2017 Used Hyundai Creta in Kolhapur,Creta [2015-2017],2017,1050000,Hyundai,103960,Diesel,SUV,5,First Owner,Automatic,kolhapur
2018 Used Hyundai Verna in Kolhapur,Verna [2015-2017],2018,880000,Hyundai,120602,Diesel,Sedan,5,Second Owner,Manual,kolhapur
2017 Used Maruti Suzuki DZire in Kolhapur,Dzire [2017-2020],2017,580000,Maruti Suzuki,63000,Petrol,CompactSedan,5,First Owner,Manual,kolhapur
2015 Used Hyundai Creta in Kolhapur,Creta [2015-2017],2015,800000,Hyundai,107000,Diesel,SUV,5,Second Owner,Automatic,kolhapur
2019 Used Kia Seltos in Kolhapur,Seltos [2019-2022],2019,1200000,Kia,80000,Diesel,SUV,5,First Owner,Automatic (TC),kolhapur
2021 Used Hyundai Santro in Kolhapur,Santro,2021,525000,Hyundai,17000,Petrol,Hatchback,5,First Owner,Manual,kolhapur
2021 Used Toyota Innova Crysta in Kolhapur,Innova Crysta [2020-2023],2021,2500000,Toyota,101000,Diesel,MPV_MUV,7,Second Owner,Automatic (TC),kolhapur
2017 Used Volkswagen Ameo in Kolhapur,Ameo,2017,450000,Volkswagen,181000,Diesel,CompactSedan,5,Second Owner,Automatic,kolhapur
2024 Used Honda City Hybrid eHEV in Kolhapur,City Hybrid eHEV,2024,1980000,Honda,13500,Hybrid,Sedan,5,First Owner ,Automatic (e-CVT),kolhapur
2014 Used Fiat Punto in Kolhapur,Punto [2011-2014],2014,250000,Fiat,100000,Diesel,Hatchback,5,First Owner ,Manual,kolhapur
2018 Used Skoda Kodiaq in Kolhapur,Kodiaq [2017-2020],2018,1999000,Skoda,105000,Diesel,SUV,7,Second Owner ,Automatic,kolhapur
2021 Used Maruti Suzuki S-Presso in Kolhapur,S-Presso [2019-2022],2021,415000,Maruti Suzuki,28600,Petrol,Hatchback,5,Second Owner ,Manual,kolhapur
2019 Used MG Hector in Kolhapur,Hector [2019-2021],2019,1250000,MG,142000,Diesel,SUV,5,Second Owner,Manual,kolhapur
2022 Used Tata Nexon EV in Kolhapur,Nexon EV [2020-2022],2022,975000,Tata,37000,Electric,CompactSuv,5,First Owner,Automatic,kolhapur
2021 Used Jeep Compass in Kolhapur,Compass [2017-2021],2021,1450000,Jeep,131000,Diesel,SUV,5,First Owner,Manual,kolhapur
2023 Used MG ZS EV in Kolhapur,ZS EV,2023,1705000,MG,70000,Electric,SUV,5,First Owner,Automatic,kolhapur
2017 Used Honda City in Kolhapur,City 4th Generation,2017,725000,Honda,100000,Petrol,Sedan,5,Second Owner,Automatic (CVT),kolhapur
2013 Used Mahindra Scorpio in Kolhapur,Scorpio [2009-2014],2013,485000,Mahindra,13200,Diesel,SUV,5,First Owner,Manual,kolhapur
2016 Used Mahindra XUV500 in Kolhapur,XUV500 [2015-2018],2016,825000,Mahindra,134000,Diesel,SUV,7,Second Owner,Automatic,kolhapur
2021 Used Mercedes-Benz G-Class in Gandhinagar,G-Class [2018-2023],2021,17500000,Mercedes-Benz,106000,Diesel,SUV,5,Second Owner ,Automatic (TC),gandhinagar
2024 Used Volkswagen Taigun in Gandhinagar,Taigun,2024,1485000,Volkswagen,18000,Petrol,SUV,5,First Owner ,Automatic (TC),gandhinagar
2024 Used Toyota Rumion in Gandhinagar,Rumion,2024,1300000,Toyota,12000,Petrol,MPV_MUV,7,First Owner ,Automatic (TC),gandhinagar
2023 Used Maruti Suzuki Vitara Brezza in Gandhinagar,Brezza,2023,950001,Maruti Suzuki,35000,CNG,CompactSuv,5,First Owner ,Manual,gandhinagar
2022 Used Maruti Suzuki Vitara Brezza in Gandhinagar,Brezza,2022,950000,Maruti Suzuki,30000,Petrol,CompactSuv,5,First Owner ,Manual,gandhinagar
2023 Used Mahindra XUV300 in Gandhinagar,XUV300 [2019-2024],2023,1100000,Mahindra,24000,Diesel,CompactSuv,5,First Owner ,Automatic (AMT),gandhinagar
2023 Used Maruti Suzuki Vitara Brezza in Gandhinagar,Brezza,2023,950000,Maruti Suzuki,35000,CNG,CompactSuv,5,First Owner ,Manual,gandhinagar
2023 Used Hyundai Creta in Ahmedabad,Creta,2023,1551000,Hyundai,51458,Petrol,SUV,5,First Owner ,Automatic (CVT),gandhinagar
2015 Used Maruti Suzuki Ciaz in Ahmedabad,Ciaz [2014-2017],2015,511000,Maruti Suzuki,76753,Petrol,Sedan,5,First Owner ,Manual,gandhinagar
2021 Used Maruti Suzuki Swift in Ahmedabad,Swift [2021-2024],2021,575000,Maruti Suzuki,79000,Petrol,Hatchback,5,First Owner ,Manual,gandhinagar
2019 Used Toyota Innova Crysta in Ahmedabad,Innova Crysta [2016-2020],2019,1721000,Toyota,69353,Diesel,SUV,7,Second Owner ,Automatic,gandhinagar
2022 Used Hyundai Venue in Ahmedabad,Venue,2022,990000,Hyundai,51183,Diesel,SubCompactSuv,5,First Owner ,Manual,gandhinagar
2018 Used Honda City in Ahmedabad,City 4th Generation,2018,860000,Honda,42774,Petrol,Sedan,5,First Owner ,Automatic (CVT),gandhinagar
2021 Used Hyundai Alcazar in Ahmedabad,Alcazar [2021-2023],2021,1397000,Hyundai,88137,Diesel,SUV,7,First Owner ,Manual,gandhinagar
2020 Used Ford Ecosport in Ahmedabad,EcoSport [2017-2019],2020,733000,Ford,94063,Diesel,SUV,5,First Owner ,Manual,gandhinagar
2018 Used Hyundai Creta in Ahmedabad,Creta [2018-2019],2018,1075000,Hyundai,93427,Diesel,SUV,5,First Owner ,Manual,gandhinagar
2021 Used Volkswagen Taigun in Ahmedabad,Taigun [2021-2023],2021,1375000,Volkswagen,79733,Petrol,SUV,5,First Owner ,Automatic (TC),gandhinagar
2019 Used Honda City in Ahmedabad,City [2014-2017],2019,725000,Honda,48188,Petrol,Sedan,5,First Owner,Manual,gandhinagar
2020 Used BMW X7 in Ahmedabad,X7 [2019-2023],2020,7200000,BMW,75000,Diesel,SUV,7,First Owner,Automatic (TC),gandhinagar
2022 Used Mahindra Thar in Ahmedabad,Thar,2022,1063000,Mahindra,28866,Petrol,SubCompactSuv,4,Second Owner ,Manual,gandhinagar
2022 Used Maruti Suzuki DZire in Ahmedabad,Dzire [2017-2020],2022,690000,Maruti Suzuki,69956,Petrol,CompactSedan,5,First Owner ,Manual,gandhinagar
2016 Used Hyundai Grand i10 in Ahmedabad,Grand i10 [2013-2017],2016,350000,Hyundai,73156,Diesel,Hatchback,5,First Owner ,Manual,gandhinagar
2015 Used Hyundai Grand i10 in Ahmedabad,Grand i10 [2013-2017],2015,400000,Hyundai,74743,Petrol,Hatchback,5,First Owner ,Manual,gandhinagar
2017 Used Hyundai Creta in Ahmedabad,Creta [2017-2018],2017,700000,Hyundai,82431,Petrol,SUV,5,First Owner ,Manual,gandhinagar
2016 Used Honda Amaze in Dehradun,Amaze [2013-2016],2016,390000,Honda,83023,Diesel,Sedan,5,Second Owner ,Manual,dehradun
2022 Used Hyundai Elite i20 in Dehradun,i20 [2020-2023],2022,645000,Hyundai,15010,Petrol,Hatchback,5,First Owner ,Manual,dehradun
2016 Used Honda City in Dehradun,City [2014-2017],2016,675000,Honda,50000,Petrol,Sedan,5,First Owner ,Automatic,dehradun
2022 Used Mercedes-Benz E-Class in Dehradun,E-Class [2017-2021],2022,5700000,Mercedes-Benz,44692,Petrol,Sedan,5,First Owner,Automatic,dehradun
2011 Used Mercedes-Benz S-Class in Dehradun,S-Class [2010-2014],2011,800000,Mercedes-Benz,154000,Diesel,Sedan,5,First Owner,Automatic,dehradun
2021 Used Mercedes-Benz E-Class in Dehradun,AMG E53,2021,7500000,Mercedes-Benz,8933,Petrol,Sedan,5,Second Owner,Automatic (TC),dehradun
2008 Used Hyundai Santro in Dehradun,Santro Xing [2008-2015],2008,140000,Hyundai,68101,Petrol,Hatchback,5,First Owner ,Manual,dehradun
2017 Used Maruti Suzuki Vitara Brezza in Dehradun,Vitara Brezza [2016-2020],2017,690000,Maruti Suzuki,57643,Diesel,SUV,5,First Owner ,Manual,dehradun
2024 Used Tata Tiago in Dehradun,Tiago,2024,655000,Tata,4241,Petrol,Hatchback,5,First Owner ,Manual,dehradun
2020 Used Mahindra Bolero in Dehradun,Bolero [2011-2020],2020,790000,Mahindra,55407,Diesel,SUV,7,First Owner ,Manual,dehradun
2021 Used Maruti Suzuki Celerio in Dehradun,Celerio [2017-2021],2021,490000,Maruti Suzuki,55315,Petrol,Hatchback,5,First Owner ,Manual,dehradun
2015 Used Renault Duster in Dehradun,Duster [2012-2015],2015,360000,Renault,89000,Diesel,SUV,5,Second Owner,Manual,dehradun
2013 Used Hyundai i10 in Dehradun,i10 [2010-2017],2013,280000,Hyundai,99000,Petrol,Hatchback,5,First Owner ,Automatic,dehradun
2002 Used Maruti Suzuki 800 in Dehradun,800 [1984-1986],2002,75000,Maruti Suzuki,70471,Petrol,Sedan,0,First Owner ,Manual,dehradun
2013 Used Maruti Suzuki Swift in Dehradun,Swift [2011-2014],2013,325000,Maruti Suzuki,75000,Petrol,Hatchback,5,First Owner ,Manual,dehradun
2019 Used Hyundai Elite i20 in Dehradun,Elite i20 [2019-2020],2019,635000,Hyundai,36000,Petrol,Hatchback,5,First Owner ,Automatic (CVT),dehradun
2021 Used Maruti Suzuki Ignis in Dehradun,Ignis [2017-2019],2021,465000,Maruti Suzuki,67000,Petrol,Hatchback,5,First Owner ,Manual,dehradun
2013 Used Maruti Suzuki Swift DZire in Dehradun,Swift DZire [2011-2015],2013,325000,Maruti Suzuki,80000,Petrol,Sedan,5,Third Owner ,Manual,dehradun
2018 Used Hyundai Elite i20 in Dehradun,Elite i20 [2017-2018],2018,470000,Hyundai,31000,Petrol,Hatchback,5,Second Owner,Manual,dehradun
2015 Used Hyundai Grand i10 in Dehradun,Grand i10 [2013-2017],2015,395000,Hyundai,72000,Petrol,Hatchback,5,First Owner,Manual,dehradun
2019 Used Maruti Suzuki DZire in Dehradun,Dzire [2017-2020],2019,445000,Maruti Suzuki,210000,Diesel,CompactSedan,5,Second Owner ,Manual,dehradun
2017 Used Honda BR-V in Dehradun,BR-V,2017,550000,Honda,80000,Diesel,SUV,7,First Owner ,Manual,dehradun
2021 Used Mahindra XUV300 in Dehradun,XUV300 [2019-2024],2021,830000,Mahindra,40450,Petrol,CompactSuv,5,First Owner ,Manual,dehradun
2017 Used Hyundai Elite i20 in Dehradun,Elite i20 [2016-2017],2017,600000,Hyundai,51000,Diesel,Hatchback,5,First Owner ,Manual,dehradun
2018 Used Mahindra Marazzo in Dehradun,Marazzo [2018-2020],2018,500000,Mahindra,136000,Diesel,SUV,7,First Owner ,Manual,dehradun
2018 Used Renault Duster in Dehradun,Duster [2016-2019],2018,500000,Renault,127500,Diesel,SUV,5,First Owner ,Automatic,dehradun
2001 Used Maruti Suzuki Alto in Dehradun,Alto [2000-2005],2001,50000,Maruti Suzuki,250000,Petrol,Hatchback,5,Third Owner ,Manual,dehradun
2014 Used Renault Duster in Dehradun,Duster [2012-2015],2014,385000,Renault,58000,Diesel,SUV,5,First Owner ,Manual,dehradun
2021 Used Hyundai Creta in Dehradun,Creta [2020-2023],2021,1150000,Hyundai,61951,Diesel,SUV,5,First Owner ,Manual,dehradun
2010 Used Mahindra Scorpio in Porbandar,Scorpio [2006-2009],2010,425000,Mahindra,100000,Diesel,SUV,7,Third Owner ,Manual,porbandar
2012 Used Maruti Suzuki Swift DZire in Porbandar,Swift DZire [2011-2015],2012,265000,Maruti Suzuki,150000,Diesel,Sedan,5,Fourth Owner,Manual,porbandar
2019 Used Maruti Suzuki Vitara Brezza in Porbandar,Vitara Brezza [2016-2020],2019,700000,Maruti Suzuki,115000,Diesel,SUV,5,Second Owner ,Manual,porbandar
2014 Used Maruti Suzuki Wagon R in Porbandar,Wagon R 1.0 [2014-2019],2014,340000,Maruti Suzuki,31000,Petrol,Hatchback,5,Second Owner ,Manual,porbandar
2014 Used Maruti Suzuki Swift in Porbandar,Swift [2014-2018],2014,400000,Maruti Suzuki,120000,Diesel,Hatchback,5,Fourth Owner,Manual,porbandar
2021 Used Honda WR-V in Porbandar,WR-V,2021,850000,Honda,70000,Diesel,CompactSuv,5,First Owner ,Manual,porbandar
2024 Used Hyundai Alcazar in Porbandar,Alcazar [2023-2024],2024,2000000,Hyundai,6000,Petrol,SUV,7,First Owner ,Manual,porbandar
2012 Used Mahindra XUV500 in Porbandar,XUV500 [2011-2015],2012,350000,Mahindra,115000,Diesel,SUV,7,4 or More Owners,Manual,porbandar
2019 Used Hyundai Elite i20 in Porbandar,Elite i20 [2018-2019],2019,575000,Hyundai,127000,Petrol,Hatchback,5,Second Owner ,Manual,porbandar
2013 Used Hyundai i20 in Porbandar,i20 [2012-2014],2013,270000,Hyundai,250000,Diesel,Hatchback,5,Fourth Owner,Manual,porbandar
2013 Used Chevrolet Cruze in Porbandar,Cruze [2013-2014],2013,350000,Chevrolet,85000,Diesel,Sedan,5,Second Owner ,Manual,porbandar
2020 Used Maruti Suzuki Celerio in Porbandar,Celerio [2017-2021],2020,335000,Maruti Suzuki,54000,Petrol,Hatchback,5,Second Owner ,Manual,porbandar
2012 Used Mahindra XUV500 in Porbandar,XUV500 [2011-2015],2012,420000,Mahindra,240000,Diesel,SUV,7,Second Owner ,Manual,porbandar
2023 Used Maruti Suzuki Eeco in Porbandar,Eeco,2023,620000,Maruti Suzuki,60000,CNG,Minivan,5,First Owner ,Manual,porbandar
2022 Used Hyundai Venue in Porbandar,Venue [2019-2022],2022,1100000,Hyundai,35000,Diesel,CompactSuv,5,First Owner ,Manual,porbandar
2011 Used Maruti Suzuki SX4 in Porbandar,SX4 [2007-2013],2011,200000,Maruti Suzuki,108000,CNG,Sedan,5,4 or More Owners,Manual,porbandar
2017 Used Maruti Suzuki Vitara Brezza in Porbandar,Vitara Brezza [2016-2020],2017,650000,Maruti Suzuki,50000,Diesel,SUV,5,First Owner ,Manual,porbandar
2009 Used Maruti Suzuki Alto in Porbandar,Alto [2005-2010],2009,135000,Maruti Suzuki,90000,Petrol,Hatchback,5,Second Owner ,Manual,porbandar
2021 Used Maruti Suzuki Swift in Porbandar,Swift [2021-2024],2021,600000,Maruti Suzuki,85000,Petrol,Hatchback,5,First Owner ,Manual,porbandar
2011 Used Maruti Suzuki Swift DZire in Porbandar,Swift Dzire [2010-2011],2011,200000,Maruti Suzuki,100000,Diesel,Sedan,5,Third Owner ,Manual,porbandar
2012 Used Volkswagen Polo in Porbandar,Polo [2012-2014],2012,190000,Volkswagen,153500,Diesel,Hatchback,5,4 or More Owners,Manual,porbandar
2024 Used Audi Q3 in Rajkot,Q3,2024,4511000,Audi,9923,Petrol,SUV,5,UnRegistered Car,Automatic (DCT),porbandar
2020 Used Ford Ecosport in Rajkot,EcoSport,2020,720000,Ford,83295,Diesel,CompactSuv,5,First Owner,Manual,porbandar
2021 Used Renault Kwid in Rajkot,Kwid [2015-2019],2021,393000,Renault,29715,Petrol,Hatchback,5,First Owner,Manual,porbandar
2013 Used Audi Q5 in Rajkot,Q5 [2013-2018],2013,975000,Audi,187000,Diesel,SUV,5,First Owner,Automatic,porbandar
2021 Used Audi A4 in Rajkot,A4,2021,2850000,Audi,43877,Petrol,Sedan,5,First Owner,Automatic (DCT),porbandar
2021 Used Renault Kwid in Rajkot,Kwid [2015-2019],2021,378000,Renault,29715,Petrol,Hatchback,5,First Owner,Manual,porbandar
2020 Used Volvo XC60 in Ludhiana,XC60 [2017-2021],2020,3150000,Volvo,90500,Diesel,SUV,5,First Owner,Automatic,ludhiana
2013 Used Maruti Suzuki Wagon R in Ludhiana,Wagon R 1.0 [2010-2013],2013,228000,Maruti Suzuki,87470,Petrol,Hatchback,5,Second Owner ,Manual,ludhiana
2019 Used Mahindra XUV300 in Ludhiana,XUV300 [2019-2024],2019,950000,Mahindra,51843,Diesel,CompactSuv,5,First Owner,Manual,ludhiana
2023 Used Maruti Suzuki Swift in Ludhiana,Swift [2021-2024],2023,707000,Maruti Suzuki,7374,Petrol,Hatchback,5,First Owner ,Manual,ludhiana
2018 Used Maruti Suzuki Vitara Brezza in Ludhiana,Vitara Brezza [2016-2020],2018,725000,Maruti Suzuki,72799,Diesel,SUV,5,First Owner,Manual,ludhiana
2021 Used Mercedes-Benz E-Class in Ludhiana,AMG E53,2021,7500000,Mercedes-Benz,8933,Petrol,Sedan,5,Second Owner,Automatic (TC),ludhiana
2018 Used Honda Amaze in Ludhiana,Amaze [2018-2021],2018,540000,Honda,72000,Diesel,CompactSedan,5,Second Owner ,Automatic (CVT),ludhiana
2014 Used Tata Safari in Ludhiana,Safari Storme [2012-2015],2014,650000,Tata,40000,Diesel,SUV,7,First Owner ,Manual,ludhiana
2022 Used Kia Sonet in Ludhiana,Sonet [2020-2022],2022,1300000,Kia,46172,Diesel,CompactSuv,5,First Owner,Manual,ludhiana
2022 Used Mahindra Thar in Ludhiana,Thar,2022,1500000,Mahindra,39958,Diesel,SUV,4,First Owner,Automatic (TC),ludhiana
2022 Used Mahindra Thar in Ludhiana,Thar,2022,1500000,Mahindra,28795,Diesel,SUV,4,Second Owner,Automatic (TC),ludhiana
2018 Used Ford Ecosport in Ludhiana,EcoSport [2017-2019],2018,525000,Ford,81502,Diesel,SUV,5,First Owner,Manual,ludhiana
2016 Used Toyota Innova Crysta in Ludhiana,Innova Crysta [2016-2020],2016,1050000,Toyota,91715,Diesel,SUV,7,Second Owner,Automatic,ludhiana
2015 Used Honda City in Ludhiana,City [2014-2017],2015,600000,Honda,59100,Diesel,Sedan,5,First Owner,Manual,ludhiana
2017 Used Maruti Suzuki Vitara Brezza in Ludhiana,Vitara Brezza [2016-2020],2017,700000,Maruti Suzuki,75239,Diesel,SUV,5,Second Owner,Manual,ludhiana
2018 Used Maruti Suzuki S-Cross in Ludhiana,S-Cross [2017-2020],2018,690000,Maruti Suzuki,65567,Diesel,SUV,5,First Owner,Manual,ludhiana
2017 Used Mercedes-Benz C-Class in Ludhiana,C-Class [2014-2018],2017,2400000,Mercedes-Benz,74165,Diesel,Sedan,0,Second Owner,Automatic,ludhiana
2021 Used Maruti Suzuki Wagon R in Ludhiana,Wagon R [2019-2022],2021,450000,Maruti Suzuki,65127,Petrol,Hatchback,5,First Owner,Manual,ludhiana
2016 Used Chevrolet Cruze in Ludhiana,Cruze [2014-2016],2016,500000,Chevrolet,62186,Diesel,Sedan,5,First Owner,Manual,ludhiana
2023 Used Maruti Suzuki Grand Vitara in Ludhiana,Grand Vitara,2023,1250000,Maruti Suzuki,30981,CNG,SUV,5,First Owner,Manual,ludhiana
2013 Used Mercedes-Benz C-Class in Ludhiana,C-Class [2011-2014],2013,450000,Mercedes-Benz,122270,Diesel,Sedan,0,Second Owner,Automatic,ludhiana
2011 Used BMW 5-Series in Ludhiana,5 Series [2010-2013],2011,580000,BMW,111654,Diesel,Sedan,5,First Owner,Automatic,ludhiana
2014 Used Audi Q3 in Ludhiana,Q3 [2012-2015],2014,650000,Audi,87964,Diesel,SUV,5,Second Owner,Automatic,ludhiana
2012 Used Audi Q7 in Ludhiana,Q7 [2010 - 2015],2012,650000,Audi,109384,Diesel,SUV,7,Second Owner,Automatic,ludhiana
2018 Used Toyota Fortuner in Ludhiana,Fortuner [2016-2021],2018,2900000,Toyota,75657,Diesel,SUV,7,Second Owner,Automatic (TC),ludhiana
2017 Used Toyota Fortuner in Ludhiana,Fortuner [2016-2021],2017,2490000,Toyota,74340,Diesel,SUV,7,First Owner,Automatic,ludhiana
2019 Used Tata Harrier in Ludhiana,Harrier [2019-2023],2019,1190000,Tata,65099,Diesel,SUV,5,Second Owner,Manual,ludhiana
2023 Used Kia Seltos in Ludhiana,Seltos [2022-2023],2023,1750000,Kia,62424,Diesel,SUV,5,First Owner ,Automatic (TC),ludhiana
2023 Used Hyundai Venue in Ludhiana,Venue [2022-2023],2023,1050000,Hyundai,44024,Diesel,CompactSuv,5,First Owner,Manual,ludhiana
2016 Used Maruti Suzuki Vitara Brezza in Ludhiana,Vitara Brezza [2016-2020],2016,590000,Maruti Suzuki,67000,Diesel,SUV,5,Second Owner,Manual,ludhiana
2015 Used Maruti Suzuki Swift in Ludhiana,Swift [2011-2014],2015,450000,Maruti Suzuki,112336,Diesel,Hatchback,5,First Owner,Manual,ludhiana
2016 Used Land Rover Discovery Sport in Ludhiana,Discovery Sport [2017-2018],2016,1500000,Land Rover,90623,Diesel,SUV,7,First Owner,Automatic,ludhiana
2023 Used Hyundai Grand i10 NIOS in Udaipur,Grand i10 Nios,2023,690000,Hyundai,25000,Petrol,Hatchback,5,First Owner ,Automatic (AMT),rajsamand
2018 Used Toyota Corolla Altis in Jaipur,Corolla Altis [2014-2017],2018,845000,Toyota,103000,Petrol,Sedan,5,First Owner,Manual,rajsamand
2018 Used Mahindra TUV300 in Jaipur,TUV300 [2015-2019],2018,675000,Mahindra,84000,Diesel,SUV,7,Second Owner,Manual,rajsamand
2014 Used Mercedes-Benz E-Class in Jaipur,E-Class [2013-2015],2014,1455000,Mercedes-Benz,125000,Diesel,Sedan,0,First Owner,Manual,rajsamand
2016 Used Volkswagen Vento in Jaipur,Vento [2015-2019],2016,550000,Volkswagen,141000,Diesel,Sedan,5,Third Owner,Automatic,rajsamand
2017 Used Mahindra XUV500 in Jaipur,XUV500 [2015-2018],2017,785000,Mahindra,112000,Diesel,SUV,7,Second Owner,Automatic,rajsamand
2017 Used Tata Safari in Jaipur,Safari Storme 2019,2017,721000,Tata,128000,Diesel,SUV,7,Second Owner,Manual,rajsamand
2018 Used Maruti Suzuki Ciaz in Jaipur,Ciaz,2018,650000,Maruti Suzuki,117000,Petrol,Sedan,5,First Owner,Manual,rajsamand
2017 Used Jeep Compass in Jaipur,Compass [2017-2021],2017,890000,Jeep,107000,Diesel,SUV,5,First Owner,Manual,rajsamand
2014 Used Maruti Suzuki Alto 800 in Jaipur,Alto 800 [2012-2016],2014,260000,Maruti Suzuki,56000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2014 Used Mahindra XUV500 in Jaipur,XUV500 [2011-2015],2014,545000,Mahindra,73000,Diesel,SUV,7,Second Owner,Manual,rajsamand
2017 Used Hyundai Tucson in Jaipur,Tucson [2016-2020],2017,1445000,Hyundai,65000,Diesel,SUV,5,First Owner,Automatic,rajsamand
2014 Used Mahindra XUV500 in Jaipur,XUV500 [2015-2018],2014,545000,Mahindra,114000,Diesel,SUV,7,First Owner,Manual,rajsamand
2014 Used Mahindra XUV500 in Jaipur,XUV500 [2011-2015],2014,545000,Mahindra,125000,Diesel,SUV,7,First Owner,Manual,rajsamand
2014 Used Chevrolet Enjoy in Jaipur,Enjoy,2014,355000,Chevrolet,90000,Diesel,SUV,8,Second Owner,Manual,rajsamand
2011 Used BMW 5-Series in Jaipur,5 Series [2010-2013],2011,795000,BMW,125000,Diesel,Sedan,5,Second Owner,Automatic,rajsamand
2017 Used Hyundai i20 Active in Jaipur,i20 Active [2015-2018],2017,580000,Hyundai,87000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2013 Used Audi A6 in Jaipur,A6[2011-2015],2013,690000,Audi,118000,Diesel,Sedan,5,Third Owner,Automatic,rajsamand
2018 Used Ford Ecosport in Jaipur,EcoSport [2013-2015],2018,621000,Ford,75000,Diesel,SUV,5,First Owner,Manual,rajsamand
2018 Used Datsun Go in Jaipur,GO,2018,280000,Datsun,50000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2014 Used Volkswagen Polo in Jaipur,Polo [2012-2014],2014,390000,Volkswagen,50000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2021 Used Kia Sonet in Jaipur,Sonet [2020-2022],2021,921000,Kia,86000,Diesel,CompactSuv,5,First Owner,Automatic (TC),rajsamand
2015 Used Tata Safari in Jaipur,Safari Storme [2012-2015],2015,580000,Tata,127000,Diesel,SUV,7,Second Owner,Manual,rajsamand
2018 Used Maruti Suzuki Baleno in Jaipur,Baleno [2015-2019],2018,549000,Maruti Suzuki,77000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2017 Used Maruti Suzuki Ciaz in Sonbhadra,Ciaz [2017-2018],2017,399000,Maruti Suzuki,169000,Diesel,Sedan,5,First Owner ,Manual,sonbhadra
2013 Used Mahindra Scorpio in Sonbhadra,Scorpio [2009-2014],2013,400000,Mahindra,150000,Diesel,SUV,5,First Owner ,Manual,sonbhadra
2019 Used Hyundai Venue in Sonbhadra,Venue [2019-2022],2019,565000,Hyundai,65450,Petrol,SUV,5,Second Owner ,Manual,sonbhadra
2018 Used Ford Ecosport in Sonbhadra,EcoSport [2017-2019],2018,800000,Ford,54000,Diesel,SUV,5,First Owner ,Manual,sonbhadra
2014 Used Chevrolet Enjoy in Sonbhadra,Enjoy,2014,220000,Chevrolet,123000,Diesel,SUV,8,Second Owner ,Manual,sonbhadra
