Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission
2015 Used Hyundai Eon in Pratapgarh (Uttar Pradesh),Eon,2015,200000,Hyundai,98000,LPG,Hatchback,5,Third Owner ,Manual
2014 Used Maruti Suzuki Swift DZire in Pratapgarh (Uttar Pradesh),Swift DZire [2011-2015],2014,350000,Maruti Suzuki,130000,Petrol,Sedan,5,Second Owner ,Manual
2015 Used Ford Figo in Pratapgarh (Uttar Pradesh),Figo [2012-2015],2015,220000,Ford,65000,Petrol,Hatchback,5,Second Owner ,Manual
2017 Used Nissan Micra in Pratapgarh (Uttar Pradesh),Micra [2013-2018],2017,302479,Nissan,55000,Petrol,Hatchback,5,Second Owner ,Manual
2020 Used Maruti Suzuki Wagon R in Pratapgarh (Uttar Pradesh),Wagon R [2019-2022],2020,350000,Maruti Suzuki,250000,Petrol,Hatchback,5,First Owner ,Manual
2025 Used Maruti Suzuki Baleno in Pratapgarh (Uttar Pradesh),Baleno,2025,800000,Maruti Suzuki,5000,CNG,Hatchback,5,First Owner ,Manual
2021 Used Maruti Suzuki Wagon R in Pratapgarh (Uttar Pradesh),Wagon R [2019-2022],2021,520000,Maruti Suzuki,45000,CNG,Hatchback,5,Second Owner ,Manual
2017 Used Maruti Suzuki Vitara Brezza in Pratapgarh (Uttar Pradesh),Vitara Brezza [2016-2020],2017,524054,Maruti Suzuki,250000,Diesel,SUV,5,Second Owner ,Manual
2023 Used BMW 3 Series Gran Limousine in Faridabad,3 Series Gran Limousine,2023,4600000,BMW,28485,Diesel,Sedan,5,First Owner ,Automatic (TC)
2024 Used BMW i5 in Faridabad,i5,2024,9000000,BMW,5000,Electric,Sedan,4,Second Owner ,Automatic
2021 Used Maruti Suzuki S-Cross in Faridabad,S-Cross 2020,2021,966000,Maruti Suzuki,47627,Petrol,SUV,5,First Owner,Automatic (TC)
2018 Used Mahindra Scorpio in Faridabad,Scorpio 2021,2018,995000,Mahindra,28871,Diesel,SUV,7,First Owner,Manual
2017 Used Honda City in Faridabad,City 4th Generation,2017,619000,Honda,76417,Petrol,Sedan,5,Second Owner,Automatic (CVT)
2022 Used Tata Altroz in Faridabad,Altroz [2020] [2020-2025],2022,730000,Tata,25828,Petrol,Hatchback,5,First Owner,Manual
2019 Used Maruti Suzuki Wagon R in Faridabad,Wagon R [2019-2022],2019,440000,Maruti Suzuki,50251,Petrol,Hatchback,5,First Owner,Automatic (AMT)
2016 Used Honda BR-V in Faridabad,BR-V,2016,650000,Honda,74000,Diesel,SUV,7,First Owner ,Manual
2013 Used Honda Brio in Faridabad,Brio [2011-2013],2013,200000,Honda,34218,Petrol,Hatchback,5,Second Owner,Manual
2020 Used Mercedes-Benz C-Class in Faridabad,C-Class [2018-2022],2020,3400000,Mercedes-Benz,38750,Petrol,Sedan,5,First Owner ,Automatic (TC)
2021 Used Jaguar XF in Faridabad,XF,2021,3550000,Jaguar,8590,Petrol,Sedan,5,First Owner ,Automatic
2024 Used Volvo XC60 in Faridabad,XC60 [2021-2022],2024,5300000,Volvo,29000,Hybrid,SUV,5,First Owner ,Automatic (TC)
2022 Used Mercedes-Benz E-Class in Faridabad,E-Class [2017-2021],2022,5700000,Mercedes-Benz,44692,Petrol,Sedan,5,First Owner ,Automatic
2021 Used Mercedes-Benz E-Class in Faridabad,AMG E53,2021,7500000,Mercedes-Benz,8933,Petrol,Sedan,5,Second Owner ,Automatic (TC)
2022 Used Porsche Cayenne in Faridabad,Cayenne,2022,12000000,Porsche,42507,Petrol,SUV,5,Second Owner ,Automatic (TC)
2022 Used Volvo XC40 in Faridabad,XC40 [2018-2022],2022,3100000,Volvo,33683,Petrol,SUV,5,First Owner ,Automatic (TC)
2023 Used BMW iX in Faridabad,iX,2023,8200000,BMW,17822,Electric,SUV,5,First Owner ,Automatic
2021 Used Volvo XC40 in Faridabad,XC40 [2018-2022],2021,3100000,Volvo,29596,Petrol,SUV,5,First Owner ,Automatic (TC)
2024 Used MINI Cooper SE in Faridabad,Cooper SE,2024,3700000,MINI,4343,Electric,Hatchback,4,First Owner ,Automatic
2023 Used MINI Cooper SE in Faridabad,Cooper SE,2023,3700000,MINI,8787,Electric,Hatchback,4,First Owner ,Automatic
2022 Used BMW 3 Series Gran Limousine in Faridabad,3 Series Gran Limousine [2021-2023],2022,4300000,BMW,21200,Petrol,Sedan,5,First Owner ,Automatic (TC)
2023 Used BMW XM in Faridabad,XM,2023,17500000,BMW,10968,Plug-in Hybrid (Electric + Petrol),SUV,5,First Owner ,Automatic
2023 Used BMW X1 in Faridabad,X1,2023,4300000,BMW,27237,Diesel,SUV,5,First Owner ,Automatic (DCT)
2019 Used Mercedes-Benz C-Class in Faridabad,C-Class [2018-2022],2019,3400000,Mercedes-Benz,36000,Petrol,Sedan,5,First Owner ,Automatic
2024 Used Lexus RX in Faridabad,RX,2024,9200000,Lexus,11803,Hybrid,SUV,5,First Owner ,Automatic (e-CVT)
2018 Used Lexus NX in Faridabad,NX [2017-2022],2018,3200000,Lexus,58098,Petrol,SUV,5,First Owner ,Automatic (CVT)
2021 Used Mercedes-Benz E-Class in Faridabad,E-Class [2017-2021],2021,5500000,Mercedes-Benz,30817,Petrol,Sedan,5,First Owner ,Automatic
2024 Used Audi Q7 in Faridabad,Q7 [2022-2024],2024,7400000,Audi,13131,Petrol,SUV,7,First Owner ,Automatic (TC)
2024 Used BMW iX in Faridabad,iX,2024,9500000,BMW,16645,Electric,SUV,5,First Owner ,Automatic
2024 Used BMW 3 Series Gran Limousine in Faridabad,3 Series Gran Limousine,2024,5500000,BMW,16997,Diesel,Sedan,5,First Owner ,Automatic (TC)
2018 Used Mercedes-Benz S-Class in Faridabad,S-Class (W222) [2017-2022],2018,6200000,Mercedes-Benz,32666,Petrol,Sedan,5,First Owner,Automatic
2017 Used Ford Endeavour in Mumbai,Endeavour [2016-2019],2017,1999999,Ford,70000,Diesel,SUV,7,First Owner,Automatic
2017 Used Mercedes-Benz C-Class in Mumbai,C-Class [2014-2018],2017,5600000,Mercedes-Benz,35000,Petrol,Sedan,5,Second Owner ,Automatic
2025 Used MG Cyberster in Mumbai,Cyberster,2025,7499000,MG,50,Electric,15,2,UnRegistered Car,Automatic
2018 Used BMW X5 in Mumbai,X5 [2014-2019],2018,5095000,BMW,11000,Diesel,SUV,5,First Owner ,Automatic
2022 Used BMW X5 in Mumbai,X5 [2014-2019],2022,7985000,BMW,27000,Diesel,SUV,5,First Owner,Automatic
2014 Used Toyota Innova in Mumbai,Innova [2013-2014],2014,849000,Toyota,85000,Diesel,SUV,7,First Owner,Manual
2022 Used MINI Cooper in Mumbai,Cooper [2018-2024],2022,3275000,MINI,19000,Petrol,Hatchback,4,First Owner,Automatic
2024 Used Mercedes-Benz C-Class in Mumbai,C-Class [2022-2024],2024,5249999,Mercedes-Benz,2900,Petrol,Sedan,5,UnRegistered Car,Automatic (TC)
2018 Used Maruti Suzuki Ciaz in Mumbai,Ciaz,2018,614000,Maruti Suzuki,83988,Petrol,Sedan,5,First Owner,Manual
2019 Used Toyota Camry in Mumbai,Camry [2022-2024],2019,2850000,Toyota,43211,Hybrid,Sedan,5,First Owner,Automatic (e-CVT)
2021 Used Jeep Compass in Mumbai,Compass,2021,2274999,Jeep,29883,Diesel,SUV,5,First Owner,Automatic (TC)
2023 Used Mahindra XUV300 in Mumbai,XUV300 [2019-2024],2023,1199999,Mahindra,15200,Diesel,CompactSuv,5,First Owner,Automatic (AMT)
2022 Used Mahindra XUV700 in Mumbai,XUV700,2022,2174999,Mahindra,30787,Diesel,SUV,7,First Owner,Automatic (TC)
2021 Used Volkswagen Taigun in Mumbai,Taigun [2021-2023],2021,1215000,Volkswagen,17599,Petrol,SUV,5,First Owner ,Automatic (TC)
2021 Used Mahindra Thar in Mumbai,Thar,2021,1245000,Mahindra,23000,Petrol,SubCompactSuv,4,First Owner,Automatic (TC)
2025 Used Toyota Innova Hycross in Mumbai,Innova Hycross,2025,3775000,Toyota,7172,Hybrid,MPV_MUV,7,First Owner,Automatic (e-CVT)
2022 Used Jeep Compass in Mumbai,Compass,2022,2275000,Jeep,32518,Diesel,SUV,5,First Owner,Automatic (TC)
2019 Used Maruti Suzuki Ciaz in Mumbai,Ciaz [2017-2018],2019,675000,Maruti Suzuki,32309,Petrol,Sedan,5,First Owner,Manual
2020 Used Hyundai Venue in Mumbai,Venue [2019-2022],2020,835000,Hyundai,25137,Petrol,CompactSuv,5,First Owner,Manual
2022 Used Mahindra XUV700 in Mumbai,XUV700,2022,2225000,Mahindra,41000,Diesel,SUV,7,First Owner,Automatic (TC)
2023 Used Toyota Fortuner in Mumbai,Fortuner,2023,4150000,Toyota,40366,Diesel,SUV,7,First Owner,Automatic (TC)
2016 Used Maruti Suzuki Celerio in Mumbai,Celerio [2017-2021],2016,395000,Maruti Suzuki,32914,Petrol,Hatchback,5,First Owner,Automatic (AMT)
2019 Used Maruti Suzuki Baleno in Mumbai,Baleno [2015-2019],2019,611000,Maruti Suzuki,29351,Petrol,Hatchback,5,First Owner,Automatic (CVT)
2022 Used Maruti Suzuki Grand Vitara in Mumbai,Grand Vitara,2022,1575000,Maruti Suzuki,31266,Petrol,SUV,5,First Owner,Automatic (TC)
2021 Used Hyundai Aura in Mumbai,Aura [2020-2023],2021,645000,Hyundai,19164,Petrol,CompactSedan,5,First Owner,Manual
2020 Used Maruti Suzuki Ciaz in Mumbai,Ciaz,2020,785000,Maruti Suzuki,55634,Petrol,Sedan,5,First Owner,Automatic
2024 Used Kia Sonet in Mumbai,Sonet [2024-2024],2024,1445000,Kia,15050,Petrol,CompactSuv,5,First Owner,Automatic (DCT)
2023 Used Hyundai Verna in Mumbai,Verna,2023,1495000,Hyundai,10684,Petrol,Sedan,5,First Owner,Automatic (CVT)
2022 Used Kia Carens in Mumbai,Carens [2022-2023],2022,1245000,Kia,52371,Diesel,MPV_MUV,7,First Owner,Manual
2019 Used Jeep Compass in Mumbai,Compass [2017-2021],2019,1350000,Jeep,29926,Petrol,SUV,5,First Owner ,Automatic
2017 Used Mahindra XUV500 in Burhanpur,XUV500 [2015-2018],2017,1000000,Mahindra,110000,Diesel,SUV,7,Third Owner ,Manual
2018 Used Maruti Suzuki Baleno in Burhanpur,Baleno [2015-2019],2018,420000,Maruti Suzuki,82000,Petrol,Hatchback,5,Second Owner ,Manual
2023 Used Maruti Suzuki Eeco in Burhanpur,Eeco,2023,550000,Maruti Suzuki,27000,Petrol,Minivan,7,First Owner ,Manual
2010 Used Mahindra Xylo in Burhanpur,Xylo [2009-2012],2010,180000,Mahindra,100000,Diesel,SUV,7,Fourth Owner,Manual
2023 Used Maruti Suzuki Vitara Brezza in Burhanpur,Brezza,2023,900000,Maruti Suzuki,17000,Petrol,CompactSuv,5,First Owner ,Manual
2013 Used Honda City in Burhanpur,City [2011-2014],2013,400000,Honda,160000,Petrol,Sedan,5,Second Owner ,Manual
2012 Used Hyundai i20 in Burhanpur,i20 [2012-2014],2012,215000,Hyundai,100000,Petrol,Hatchback,5,Third Owner ,Manual
2016 Used Maruti Suzuki Wagon R in Burhanpur,Wagon R 1.0 [2014-2019],2016,250000,Maruti Suzuki,70000,CNG,Hatchback,5,First Owner ,Manual
2013 Used Renault Pulse in Burhanpur,Pulse [2012-2015],2013,200000,Renault,140000,Diesel,Hatchback,5,First Owner ,Manual
2015 Used Maruti Suzuki Wagon R in Burhanpur,Wagon R 1.0 [2014-2019],2015,315000,Maruti Suzuki,67000,Petrol,Hatchback,5,First Owner ,Manual
2013 Used Mahindra XUV500 in Burhanpur,XUV500 [2011-2015],2013,600000,Mahindra,110000,Diesel,SUV,7,First Owner ,Manual
2016 Used Maruti Suzuki Swift DZire in Burhanpur,Swift Dzire [2015-2017],2016,400000,Maruti Suzuki,65000,Diesel,CompactSedan,5,Third Owner ,Manual
2011 Used Tata Vista in Burhanpur,Indica Vista [2008-2011],2011,150000,Tata,15000,Diesel,Hatchback,5,Second Owner ,Manual
2016 Used Maruti Suzuki Alto in Burhanpur,Alto K10 [2014-2020],2016,200000,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual
2012 Used Mahindra XUV500 in Burhanpur,XUV500 [2011-2015],2012,500000,Mahindra,100000,Diesel,SUV,7,Third Owner ,Manual
2018 Used Hyundai Eon in Burhanpur,Eon,2018,315000,Hyundai,45000,Petrol,Hatchback,5,Second Owner ,Manual
2022 Used Mahindra XUV700 in Ratlam,XUV700,2022,2300000,Mahindra,30000,Diesel,SUV,7,Second Owner ,Manual
2012 Used Maruti Suzuki Wagon R in Ratlam,Wagon R 1.0 [2010-2013],2012,170000,Maruti Suzuki,800000,Petrol,Hatchback,5,Third Owner ,Manual
2023 Used BMW 3-Series in Meerut,3 Series Gran Limousine,2023,4975000,BMW,11400,Petrol,Sedan,5,First Owner,Automatic (TC)
2021 Used Jaguar XF in Meerut,XF,2021,3550000,Jaguar,8590,Petrol,Sedan,5,First Owner ,Automatic
2019 Used Toyota Innova Crysta in Meerut,Innova Crysta [2020-2023],2019,1275000,Toyota,80000,Diesel,MPV_MUV,7,First Owner ,Manual
2022 Used Mercedes-Benz AMG A35 in Meerut,AMG A35,2022,3550000,Mercedes-Benz,14400,Petrol,Sedan,5,First Owner,Automatic (DCT)
2014 Used Tata Safari in Meerut,Safari Storme [2012-2015],2014,375000,Tata,75000,Diesel,SUV,7,Second Owner ,Manual
2021 Used Skoda Superb in Meerut,Superb [2020-2023],2021,2200000,Skoda,100000,Petrol,Sedan,5,First Owner ,Automatic (DCT)
2019 Used Hyundai Verna in Meerut,Verna [2017-2020],2019,850000,Hyundai,38419,Petrol,Sedan,5,First Owner ,Manual
2024 Used Hyundai Creta in Meerut,Creta,2024,1590000,Hyundai,4300,Petrol,SUV,5,First Owner ,Manual
2024 Used Audi Q7 in Meerut,Q7 [2022-2024],2024,7400000,Audi,13131,Petrol,SUV,7,First Owner ,Automatic (TC)
2018 Used Lexus NX in Meerut,NX [2017-2022],2018,3200000,Lexus,58098,Petrol,SUV,5,First Owner ,Automatic (CVT)
2024 Used BMW iX in Meerut,iX,2024,9500000,BMW,16645,Electric,SUV,5,First Owner ,Automatic
2024 Used BMW 3 Series Gran Limousine in Meerut,3 Series Gran Limousine,2024,5500000,BMW,16997,Diesel,Sedan,5,First Owner ,Automatic (TC)
2020 Used Mercedes-Benz C-Class in Meerut,C-Class [2018-2022],2020,3400000,Mercedes-Benz,38750,Petrol,Sedan,5,First Owner ,Automatic (TC)
2024 Used Volvo XC60 in Meerut,XC60 [2021-2022],2024,5300000,Volvo,29000,Hybrid,SUV,5,First Owner ,Automatic (TC)
2022 Used Mercedes-Benz E-Class in Meerut,E-Class [2017-2021],2022,5700000,Mercedes-Benz,44692,Petrol,Sedan,5,First Owner ,Automatic
2022 Used Volvo XC40 in Meerut,XC40 [2018-2022],2022,3100000,Volvo,33683,Petrol,SUV,5,First Owner ,Automatic (TC)
2023 Used BMW iX in Meerut,iX,2023,8200000,BMW,17822,Electric,SUV,5,First Owner ,Automatic
2022 Used Porsche Cayenne in Meerut,Cayenne,2022,12000000,Porsche,42507,Petrol,SUV,5,Second Owner ,Automatic (TC)
2021 Used Volvo XC40 in Meerut,XC40 [2018-2022],2021,3100000,Volvo,29596,Petrol,SUV,5,First Owner ,Automatic (TC)
2024 Used MINI Cooper SE in Meerut,Cooper SE,2024,3700000,MINI,4343,Electric,Hatchback,4,First Owner ,Automatic
2023 Used MINI Cooper SE in Meerut,Cooper SE,2023,3700000,MINI,8787,Electric,Hatchback,4,First Owner ,Automatic
2022 Used BMW 3 Series Gran Limousine in Meerut,3 Series Gran Limousine [2021-2023],2022,4300000,BMW,21200,Petrol,Sedan,5,First Owner ,Automatic (TC)
2023 Used BMW XM in Meerut,XM,2023,17500000,BMW,10968,Plug-in Hybrid (Electric + Petrol),SUV,5,First Owner ,Automatic
2023 Used BMW 3 Series Gran Limousine in Meerut,3 Series Gran Limousine,2023,4600000,BMW,28485,Diesel,Sedan,5,First Owner ,Automatic (TC)
2019 Used Mercedes-Benz C-Class in Meerut,C-Class [2018-2022],2019,3400000,Mercedes-Benz,36000,Petrol,Sedan,5,First Owner ,Automatic
2024 Used BMW i5 in Meerut,i5,2024,9000000,BMW,5000,Electric,Sedan,4,Second Owner ,Automatic
2024 Used Lexus RX in Meerut,RX,2024,9200000,Lexus,11803,Hybrid,SUV,5,First Owner ,Automatic (e-CVT)
2021 Used Mercedes-Benz E-Class in Meerut,E-Class [2017-2021],2021,5500000,Mercedes-Benz,30817,Petrol,Sedan,5,First Owner ,Automatic
2022 Used Maruti Suzuki Eeco in Botad,Eeco,2022,550000,Maruti Suzuki,42000,CNG,Minivan,5,First Owner ,Manual
2012 Used Maruti Suzuki Swift in Botad,Swift [2011-2014],2012,250000,Maruti Suzuki,75000,Diesel,Hatchback,5,Third Owner ,Manual
2020 Used Maruti Suzuki Eeco in Botad,Eeco [2010-2022],2020,480000,Maruti Suzuki,77450,Petrol,Minivan,5,First Owner ,Manual
2012 Used Maruti Suzuki Wagon R in Botad,Wagon R 1.0 [2010-2013],2012,180000,Maruti Suzuki,132000,Petrol,Hatchback,5,Third Owner ,Manual
2015 Used Datsun Go in Botad,GO [2014-2018],2015,200000,Datsun,84300,Petrol,Hatchback,5,Second Owner ,Manual
2011 Used Hyundai Accent in Botad,Accent,2011,200000,Hyundai,93000,Petrol,Sedan,5,Second Owner ,Manual
2022 Used MG Astor in Botad,Astor,2022,1380000,MG,41200,Petrol,SUV,5,Second Owner ,Manual
2017 Used Renault Kwid in Botad,Kwid [2015-2019],2017,325000,Renault,47000,Petrol,Hatchback,5,First Owner ,Manual
2010 Used Chevrolet Aveo U-Va in Botad,Aveo U-VA [2006-2012],2010,150000,Chevrolet,235000,Petrol,Hatchback,5,Second Owner ,Manual
2020 Used Tata Altroz in Botad,Altroz [2020] [2020-2025],2020,600000,Tata,10000,Diesel,Hatchback,5,First Owner ,Manual
2017 Used Maruti Suzuki Baleno in Botad,Baleno [2015-2019],2017,400000,Maruti Suzuki,59000,Petrol,Hatchback,5,Third Owner ,Manual
2023 Used Kia Sonet in Botad,Sonet [2023-2024],2023,1200000,Kia,70000,Diesel,CompactSuv,5,First Owner ,Clutchless Manual (IMT)
2006 Used Hyundai Santro in Botad,Santro Xing [2003-2008],2006,118350,Hyundai,162500,Petrol,Hatchback,5,Third Owner ,Manual
2025 Used Maruti Suzuki Alto K10 in Botad,Alto K10,2025,570000,Maruti Suzuki,230,Petrol,Hatchback,5,First Owner ,Manual
2012 Used Maruti Suzuki 800 in Botad,800 [2008-2014],2012,200000,Maruti Suzuki,176400,LPG,Hatchback,4,Third Owner ,Manual
2012 Used Maruti Suzuki Wagon R in Botad,Wagon R 1.0 [2010-2013],2012,225000,Maruti Suzuki,67000,Petrol,Hatchback,5,First Owner ,Manual
2023 Used Maruti Suzuki Alto K10 in Botad,Alto K10,2023,400000,Maruti Suzuki,5000,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Tata Punch in Botad,Punch,2022,750000,Tata,33500,Petrol,CompactSuv,5,First Owner ,Manual
2014 Used Chevrolet Sail Hatchback in Botad,Sail U-VA [2012-2014],2014,200000,Chevrolet,65000,Petrol,Hatchback,5,First Owner ,Manual
2013 Used Hyundai Eon in Botad,Eon,2013,226326,Hyundai,106594,Petrol,Hatchback,5,Second Owner ,Manual
2018 Used Maruti Suzuki Wagon R in Ahmedabad,Wagon R 1.0 [2014-2019],2018,375000,Maruti Suzuki,61000,Petrol,Hatchback,5,Second Owner,Automatic (AMT)
2021 Used Mahindra Scorpio in Ahmedabad,Scorpio 2021,2021,1350000,Mahindra,69083,Diesel,SUV,7,First Owner,Manual
2022 Used Mahindra Thar in Ahmedabad,Thar,2022,1390000,Mahindra,33000,Diesel,SUV,4,First Owner,Manual
2022 Used Hyundai Venue in Ahmedabad,Venue [2019-2022],2022,842000,Hyundai,49555,Petrol,CompactSuv,5,First Owner,Clutchless Manual (IMT)
2024 Used Mercedes-Benz C-Class in Ahmedabad,C-Class [2022-2024],2024,5200000,Mercedes-Benz,36000,Diesel,Sedan,5,First Owner,Automatic (TC)
2021 Used Tata Altroz in Ahmedabad,Altroz [2020],2021,560000,Tata,22000,Petrol,Hatchback,5,First Owner,Manual
2014 Used Audi A4 in Ahmedabad,A4 [2013-2016],2014,1250000,Audi,113000,Diesel,Sedan,5,First Owner,Automatic
2021 Used BMW 7-Series in Ahmedabad,7 Series [2019-2023],2021,8990000,BMW,33982,Diesel,Sedan,5,Second Owner ,Automatic (TC)
2022 Used Skoda Slavia in Saharanpur,Slavia [2022-2023],2022,1395000,Skoda,42000,Petrol,Sedan,5,First Owner ,Automatic (DCT)
2014 Used Maruti Suzuki Wagon R in Saharanpur,Wagon R 1.0 [2014-2019],2014,205000,Maruti Suzuki,69000,Petrol,Hatchback,5,First Owner ,Manual
2024 Used Tata Safari in Bhopal,Safari,2024,2575000,Tata,38000,Diesel,SUV,7,First Owner ,Manual
2023 Used Kia Seltos in Bhopal,Seltos [2022-2023],2023,1725000,Kia,37000,Diesel,SUV,5,First Owner ,Automatic (TC)
2022 Used Tata Nexon in Bhopal,Nexon [2020-2023],2022,850000,Tata,28000,Petrol,CompactSuv,5,First Owner ,Automatic (AMT)
2023 Used MG Hector in Damoh,Hector,2023,1700000,MG,32000,Petrol,SUV,5,First Owner ,Manual
2023 Used Maruti Suzuki DZire in Damoh,Dzire [2020-2024],2023,650000,Maruti Suzuki,60000,Petrol,CompactSedan,5,First Owner ,Manual
2016 Used Hyundai Verna in Damoh,Fluidic Verna 4S [2015-2016],2016,450000,Hyundai,120000,Diesel,Sedan,5,First Owner ,Manual
2018 Used Maruti Suzuki Ertiga in Damoh,Ertiga [2015-2018],2018,550000,Maruti Suzuki,100000,Petrol,SUV,7,First Owner ,Manual
2018 Used Hyundai Elite i20 in Damoh,Elite i20 [2017-2018],2018,500000,Hyundai,43000,Petrol,Hatchback,5,First Owner ,Manual
2021 Used Maruti Suzuki Swift in Damoh,Swift [2021-2024],2021,550000,Maruti Suzuki,60000,Petrol,Hatchback,5,First Owner ,Manual
2024 Used Maruti Suzuki XL6 in Damoh,XL6,2024,1230000,Maruti Suzuki,17800,Petrol,MPV_MUV,6,First Owner ,Manual
2010 Used Maruti Suzuki Wagon R in Damoh,Wagon R [2006-2010],2010,250000,Maruti Suzuki,50000,Petrol,Hatchback,5,First Owner ,Manual
2011 Used Tata Safari in Damoh,Safari [2015-2017],2011,350000,Tata,60000,Diesel,SUV,7,First Owner ,Manual
2022 Used Hyundai Venue in Damoh,Venue [2022-2023],2022,800000,Hyundai,70000,Petrol,CompactSuv,5,First Owner ,Manual
2023 Used Honda Amaze in Damoh,Amaze 2nd Gen,2023,630000,Honda,20000,Petrol,Sedan,5,First Owner ,Automatic (CVT)
2020 Used Renault Triber in Damoh,Triber [2019-2023],2020,550000,Renault,80000,Petrol,MPV_MUV,7,First Owner ,Manual
2021 Used Mahindra XUV300 in Damoh,XUV300 [2019-2024],2021,550000,Mahindra,61000,Diesel,CompactSuv,5,First Owner ,Manual
2015 Used Maruti Suzuki Swift DZire in Damoh,Swift DZire [2011-2015],2015,550000,Maruti Suzuki,95000,Diesel,Sedan,5,Second Owner ,Manual
2021 Used Maruti Suzuki Alto 800 in Damoh,Alto 800,2021,400000,Maruti Suzuki,100000,Petrol,Hatchback,5,First Owner ,Manual
2025 Used Toyota RAV4 in Damoh,RAV-4,2025,500000,Toyota,50000,Petrol,SUV,0,First Owner ,Manual
2020 Used Renault Triber in Damoh,Triber [2019-2023],2020,590000,Renault,111111,Petrol,MPV_MUV,7,First Owner ,Manual
2018 Used Maruti Suzuki Baleno in Damoh,Baleno [2015-2019],2018,500000,Maruti Suzuki,110000,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Maruti Suzuki Eeco in Damoh,Eeco,2022,600000,Maruti Suzuki,25035,Petrol,Minivan,5,First Owner ,Manual
2009 Used Maruti Suzuki Swift DZire in Damoh,Swift Dzire [2008-2010],2009,250000,Maruti Suzuki,95000,Diesel,Sedan,5,Second Owner ,Manual
2021 Used Maruti Suzuki Eeco in Damoh,Eeco [2010-2022],2021,430000,Maruti Suzuki,65000,Petrol,Minivan,5,First Owner ,Manual
2021 Used Renault Triber in Damoh,Triber [2019-2023],2021,420000,Renault,100000,Petrol,MPV_MUV,7,Second Owner ,Manual
2013 Used Ford Figo in Damoh,Figo [2012-2015],2013,300000,Ford,90000,Petrol,Hatchback,5,Second Owner ,Manual
2015 Used Maruti Suzuki Swift DZire in Damoh,Swift Dzire [2015-2017],2015,350000,Maruti Suzuki,120000,Diesel,CompactSedan,5,Second Owner ,Manual
2013 Used Maruti Suzuki Swift DZire in Deoria,Swift DZire [2011-2015],2013,300000,Maruti Suzuki,100000,Petrol,Sedan,5,Fourth Owner,Manual
2022 Used Land Rover Range Rover Evoque in Kochi,Range Rover Evoque,2022,5950000,Land Rover,35000,Diesel,SUV,5,First Owner ,Automatic (TC)
2015 Used Honda Amaze in Kochi,Amaze [2013-2016],2015,419000,Honda,64706,Petrol,Sedan,5,Second Owner,Manual
2016 Used Renault Kwid in Kochi,Kwid [2015-2019],2016,300000,Renault,29245,Petrol,Hatchback,5,First Owner ,Manual
2022 Used Hyundai Kona Electric in Kochi,Kona Electric,2022,1600000,Hyundai,48944,Electric,SUV,5,First Owner ,Automatic
2023 Used Volkswagen Taigun in Kochi,Taigun [2021-2023],2023,1295000,Volkswagen,38000,Petrol,SUV,5,First Owner,Automatic (TC)
2020 Used Mahindra Thar in Kochi,Thar,2020,1253215,Mahindra,30293,Petrol,SUV,4,First Owner,Automatic (TC)
2022 Used Jaguar I-Pace in Kochi,I-Pace,2022,8500000,Jaguar,10500,Electric,SUV,5,UnRegistered Car,Automatic
2015 Used Hyundai i20 Active in Kochi,i20 Active [2015-2018],2015,395000,Hyundai,125468,Petrol,Hatchback,5,Second Owner ,Manual
2022 Used Toyota Urban Cruiser in Kochi,Urban Cruiser,2022,925000,Toyota,35222,Petrol,CompactSuv,5,Second Owner,Manual
2020 Used Hyundai Venue in Kochi,Venue [2019-2022],2020,845000,Hyundai,63136,Petrol,SUV,5,First Owner,Manual
2020 Used Maruti Suzuki S-Cross in Kochi,S-Cross 2020,2020,785000,Maruti Suzuki,36001,Petrol,SUV,5,Third Owner,Manual
2021 Used Hyundai Creta in Kochi,Creta [2020-2023],2021,1195000,Hyundai,59409,Diesel,SUV,5,First Owner,Manual
2020 Used Hyundai Elite i20 in Kochi,i20 [2020-2023],2020,565000,Hyundai,60772,Petrol,Hatchback,5,Second Owner,Manual
2020 Used Kia Carnival in Kochi,Carnival [2020-2023],2020,2495000,Kia,28745,Diesel,MPV_MUV,7,First Owner,Automatic (TC)
2022 Used Nissan Magnite in Kochi,Magnite [2020-2024],2022,915000,Nissan,7108,Petrol,CompactSuv,5,First Owner,Automatic (CVT)
2019 Used BMW 6-Series GT in Kochi,6 Series GT [2018-2021],2019,4900000,BMW,35000,Diesel,Sedan,5,First Owner,Automatic
2015 Used Mercedes-Benz M-Class in Kochi,M-Class,2015,1990000,Mercedes-Benz,66000,Diesel,SUV,5,First Owner,Automatic
2024 Used Volkswagen Virtus in Kochi,Virtus,2024,1365000,Volkswagen,25000,Petrol,Sedan,5,First Owner,Automatic (TC)
2016 Used Volkswagen Passat in Kochi,Passat,2016,1590000,Volkswagen,83000,Diesel,Sedan,5,First Owner,Automatic
2020 Used Honda City in Kochi,City [2014-2017],2020,915000,Honda,37128,Petrol,Sedan,5,First Owner,Manual
2022 Used Volkswagen Taigun in Kochi,Taigun [2021-2023],2022,1350000,Volkswagen,23000,Petrol,SUV,5,First Owner,Automatic (TC)
