Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission
2023 Maruti Grand Vitara,Grand Vitara,2023,1900000,Maruti,52000,Petrol,SUV,5,First-Owner,Automatic
2015 Maruti Celerio,Celerio 2014-2017,2015,350000,Maruti,95000,Petrol,Hatchback,5,Second-Owner,Manual
2019 Maruti Alto 800,Alto 800,2019,270000,Maruti,58000,Petrol,Hatchback,5,First-Owner,Manual
2024 Maruti Wagon R,Wagon R,2024,650000,Maruti,31000,Petrol,Hatchback,5,First-Owner,Manual
2014 Ford Ecosport,EcoSport 2013-2015,2014,250000,Ford,44000,Petrol,SUV,5,Second-Owner,Automatic
2018 Maruti Ciaz,Ciaz,2018,600000,Maruti,24000,Petrol,Sedan,5,First-Owner,Automatic
2022 Maruti Celerio,Celerio,2022,500000,Maruti,20000,Petrol,Hatchback,5,First-Owner,Automatic
2020 MG Gloster,Gloster 2020-2022,2020,2700000,MG,26400,Diesel,SUV,6,First-Owner,Automatic
2025 Tata Indica V2,Indica V2,2025,130000,Tata,84000,Diesel,Hatchback,5,First-Owner,Manual
2018 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2018,611000,Maruti,120000,Diesel,SUV,5,First-Owner,Manual
2021 Toyota Innova Crysta,Innova Crysta 2020-2022,2021,2100000,Toyota,130000,Diesel,MUV,7,First-Owner,Manual
2014 Mercedes-Benz E-Class,E-Class 2013-2015,2014,1070000,Mercedes-Benz,77000,Diesel,Sedan,5,First-Owner,Automatic
2016 Maruti Wagon R,Wagon R 2013-2022,2016,325000,Maruti,70000,Petrol,Hatchback,5,Second-Owner,Automatic
2014 Mercedes-Benz CLA,CLA 2014-2016,2014,1851000,Mercedes-Benz,90000,Diesel,Sedan,5,Second-Owner,Automatic
2014 Toyota Fortuner,Fortuner 2011-2016,2014,1250000,Toyota,125000,Diesel,SUV,7,Third-Owner,Manual
2014 Hyundai i20,Elite i20 2014-2017,2014,275000,Hyundai,68200,Petrol,Hatchback,5,Second-Owner,Manual
2014 Volvo S 80,S 80,2014,1351000,Volvo,58236,Diesel,Sedan,5,Second-Owner,Automatic
2014 Toyota Fortuner,Fortuner 2011-2016,2014,1300000,Toyota,120000,Diesel,SUV,7,Third-Owner,Manual
2019 Maruti Swift,Swift 2014-2021,2019,560000,Maruti,76000,Petrol,Hatchback,5,First-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,1150000,Hyundai,60000,Petrol,SUV,5,First-Owner,Manual
2012 Honda Brio,Brio,2012,270000,Honda,67000,Petrol,Hatchback,5,First-Owner,Manual
2014 Ford Ecosport,EcoSport 2013-2015,2014,425000,Ford,94000,Petrol,SUV,5,Second-Owner,Manual
2021 Tata Harrier,Harrier 2019-2023,2021,1600000,Tata,54500,Diesel,SUV,5,Second-Owner,Manual
2024 Volkswagen Virtus,Virtus,2024,1140000,Volkswagen,9000,Petrol,Sedan,5,First-Owner,Manual
2021 Maruti Alto 800,Alto 800,2021,350000,Maruti,89335,Petrol,Hatchback,5,First-Owner,Manual
2017 Maruti Wagon R,Wagon R 2013-2022,2017,351000,Maruti,73000,Petrol,Hatchback,5,Second-Owner,Manual
2014 Maruti Swift,Swift 2010-2014,2014,390000,Maruti,145876,Diesel,Hatchback,5,First-Owner,Manual
2017 Honda BR-V,BR-V,2017,500000,Honda,160000,Petrol,SUV,7,First-Owner,Manual
2018 Tata Tigor,Tigor 2017-2020,2018,300000,Tata,90000,Petrol,Sedan,5,Third-Owner,Manual
2016 Tata Zest,Zest,2016,220000,Tata,10000,Diesel,Sedan,5,Second-Owner,Manual
2011 Maruti Swift Dzire,Swift Dzire 2008-2012,2011,150000,Maruti,100000,Diesel,Sedan,5,Fourth-Owner,Manual
2025 Mahindra Scorpio N,Scorpio N,2025,1600000,Mahindra,11000,Diesel,SUV,7,First-Owner,Manual
2022 Nissan Magnite,Magnite 2020-2024,2022,483100,Nissan,41367,Petrol,SUV,5,First-Owner,Manual
2022 Renault Kiger,Kiger 2021-2023,2022,500100,Renault,48870,Petrol,SUV,5,First-Owner,Manual
2025 Maruti Baleno,Baleno,2025,671000,Maruti,5871,Petrol,Hatchback,5,First-Owner,Manual
2020 Kia Sonet,Sonet 2020-2024,2020,689103,Kia,40955,Petrol,SUV,5,Second-Owner,Manual
2024 Renault Kiger,Kiger 2023-2025,2024,758000,Renault,4888,Petrol,SUV,5,First-Owner,Automatic
2021 Renault Kiger,Kiger 2021-2023,2021,499000,Renault,13550,Petrol,SUV,5,First-Owner,Manual
2021 Kia Seltos,Seltos,2021,741000,Kia,48333,Petrol,SUV,5,Second-Owner,Manual
2021 Renault Kiger,Kiger 2021-2023,2021,699000,Renault,28000,Petrol,SUV,5,First-Owner,Automatic
2023 MG Hector,Hector,2023,1450000,MG,20000,Diesel,SUV,5,First-Owner,Manual
2021 Kia Seltos,Seltos,2021,936000,Kia,20901,Petrol,SUV,5,First-Owner,Manual
2021 Kia Seltos,Seltos,2021,1056363,Kia,38101,Diesel,SUV,5,Second-Owner,Manual
2023 Nissan Magnite,Magnite 2020-2024,2023,650000,Nissan,40000,Petrol,SUV,5,First-Owner,Manual
2020 Renault Triber,Triber 2019-2025,2020,500000,Renault,70000,Petrol,MUV,7,First-Owner,Manual
2015 Chevrolet Enjoy,Enjoy,2015,250000,Chevrolet,90000,Diesel,MUV,7,Second-Owner,Manual
2017 Honda Jazz,Jazz 2014-2020,2017,350000,Honda,60000,Petrol,Hatchback,5,First-Owner,Manual
2022 Mahindra Bolero,Bolero,2022,850000,Mahindra,80000,Diesel,SUV,7,First-Owner,Manual
2021 Hyundai Verna,Verna 2020-2023,2021,950000,Hyundai,40000,Petrol,Sedan,5,Second-Owner,Manual
2023 Hyundai Venue,Venue,2023,1100000,Hyundai,30000,Petrol,SUV,5,First-Owner,Manual
2018 Tata Tiago,Tiago 2015-2019,2018,425000,Tata,70000,Diesel,Hatchback,5,First-Owner,Manual
2024 Maruti Dzire,Dzire,2024,800000,Maruti,60000,Petrol,Sedan,5,First-Owner,Manual
2013 Mahindra Bolero,Bolero 2011-2019,2013,450000,Mahindra,20000,Diesel,SUV,8,First-Owner,Manual
2012 Tata Safari,Safari 2005-2017,2012,200000,Tata,100000,Diesel,SUV,7,Second-Owner,Manual
2022 Maruti Wagon R,Wagon R,2022,600000,Maruti,39000,Petrol,Hatchback,5,First-Owner,Automatic
2021 Ford Ecosport,EcoSport,2021,600000,Ford,50000,Petrol,SUV,5,First-Owner,Manual
2018 Mahindra Bolero Power Plus,Bolero Power Plus,2018,800000,Mahindra,75000,Diesel,SUV,7,First-Owner,Manual
2020 Tata Harrier,Harrier 2019-2023,2020,1000000,Tata,120000,Diesel,SUV,5,First-Owner,Manual
2010 Tata Indica,Indica Vista 2008-2013,2010,135000,Tata,150000,Diesel,Hatchback,5,Second-Owner,Manual
2011 Hyundai i10,i10,2011,120000,Hyundai,73000,Petrol,Hatchback,5,Third-Owner,Manual
2010 Tata Indigo,Indigo CS 2008-2012,2010,120000,Tata,150000,Diesel,Sedan,5,Third-Owner,Manual
2012 Nissan Micra,Micra 2010-2012,2012,150000,Nissan,70000,Petrol,Hatchback,5,First-Owner,Manual
2022 Kia Seltos,Seltos 2019-2023,2022,1150000,Kia,54000,Diesel,SUV,5,First-Owner,Manual
2017 Jeep Compass,Compass 2017-2021,2017,850000,Jeep,88000,Diesel,SUV,5,First-Owner,Manual
2012 Maruti Wagon R,Wagon R 2010-2013,2012,220000,Maruti,74000,Petrol,Hatchback,5,Third-Owner,Manual
2017 Toyota Fortuner,Fortuner 2016-2021,2017,2150000,Toyota,270000,Diesel,SUV,7,First-Owner,Manual
2017 Honda Amaze,Amaze 2016-2021,2017,385000,Honda,89000,Diesel,Sedan,5,Second-Owner,Manual
2018 Maruti Celerio,Celerio 2017-2021,2018,365000,Maruti,96000,Petrol,Hatchback,5,Second-Owner,Automatic
2017 Honda Amaze,Amaze 2016-2021,2017,380000,Honda,90000,Diesel,Sedan,5,First-Owner,Manual
2019 MG Hector,Hector 2019-2021,2019,1150000,MG,127000,Diesel,SUV,5,First-Owner,Manual
2016 Toyota Innova,Innova,2016,1175000,Toyota,180000,Diesel,MUV,7,First-Owner,Manual
2015 Toyota Fortuner,Fortuner 2011-2016,2015,850000,Toyota,180000,Diesel,SUV,7,Third-Owner,Manual
2019 Mahindra Scorpio,Scorpio 2014-2022,2019,1160000,Mahindra,115000,Diesel,SUV,7,First-Owner,Manual
2015 Toyota Innova,Innova,2015,625000,Toyota,144000,Diesel,MUV,7,Second-Owner,Manual
2019 Tata Safari Storme,Safari Storme,2019,775000,Tata,117000,Diesel,SUV,7,First-Owner,Manual
2017 Maruti Baleno,Baleno 2015-2022,2017,495000,Maruti,84000,Petrol,Hatchback,5,First-Owner,Manual
2020 Maruti XL6,XL6 2019-2022,2020,925000,Maruti,133000,Petrol,MUV,6,First-Owner,Automatic
2021 Toyota Urban cruiser,Urban cruiser 2020-2022,2021,750000,Toyota,84000,Petrol,SUV,5,First-Owner,Manual
2021 Honda City,City 2020-2023,2021,975000,Honda,100000,Diesel,Sedan,5,Second-Owner,Manual
2015 Hyundai i10,i10,2015,320000,Hyundai,83000,Petrol,Hatchback,5,First-Owner,Manual
2021 Hyundai Creta,Creta 2020-2024,2021,1150000,Hyundai,74000,Diesel,SUV,5,Second-Owner,Manual
2018 Hyundai Creta N Line,Creta N Line,2018,695000,Hyundai,84225,Petrol,SUV,5,Second-Owner,Manual
2012 Toyota Corolla Altis,Corolla Altis 2008-2013,2012,300000,Toyota,81160,Petrol,Sedan,5,Third-Owner,Manual
2010 Maruti Alto 800,Alto 2000-2012,2010,65000,Maruti,120000,CNG,Hatchback,5,Fourth-Owner,Manual
2017 Hyundai Creta,Creta 2015-2020,2017,750000,Hyundai,70000,Diesel,SUV,5,Second-Owner,Manual
2009 Maruti Wagon R,Wagon R 2006-2010,2009,90000,Maruti,10000,LPG,Hatchback,5,Second-Owner,Manual
2017 Hyundai Creta,Creta 2015-2020,2017,520000,Hyundai,90000,Diesel,SUV,5,Third-Owner,Manual
2018 Maruti Wagon R,Wagon R 2013-2022,2018,350000,Maruti,40000,Petrol,Hatchback,5,Second-Owner,Manual
2016 Honda Amaze,Amaze 2016-2021,2016,310000,Honda,60000,Petrol,Sedan,5,Second-Owner,Manual
2011 Hyundai i10,i10,2011,130000,Hyundai,100000,Petrol,Hatchback,5,Second-Owner,Manual
2024 Hyundai Aura,Aura,2024,850000,Hyundai,40000,CNG,Sedan,5,First-Owner,Manual
2021 Hyundai Venue,Venue 2019-2022,2021,1000000,Hyundai,80000,Diesel,SUV,5,Second-Owner,Manual
2019 Hyundai Venue,Venue 2019-2022,2019,790000,Hyundai,60000,Diesel,SUV,5,Second-Owner,Manual
2019 Hyundai Venue,Venue 2019-2022,2019,790000,Hyundai,80000,Diesel,SUV,5,Third-Owner,Manual
2015 Hyundai i20,Elite i20 2014-2017,2015,420000,Hyundai,150000,Diesel,Hatchback,5,First-Owner,Manual
2013 Hyundai Santro Xing,Santro Xing,2013,210000,Hyundai,90000,Petrol,Hatchback,5,First-Owner,Manual
2011 Honda City,City 2008-2011,2011,160000,Honda,73000,Petrol,Sedan,5,Third-Owner,Manual
2020 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2020,680000,Maruti,60000,Diesel,SUV,5,First-Owner,Manual
2010 Chevrolet Cruze,Cruze 2010-2011,2010,120000,Chevrolet,55000,Diesel,Sedan,5,Second-Owner,Manual
2019 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2019,625000,Maruti,100000,Diesel,SUV,5,Second-Owner,Manual
2014 Maruti Swift Dzire,Swift Dzire 2011-2014,2014,350000,Maruti,80000,Petrol,Sedan,5,First-Owner,Manual
2006 Maruti Swift,Swift 2004-2010,2006,75000,Maruti,120000,Petrol,Hatchback,5,Fifth-Owner,Manual
2018 Hyundai EON,EON,2018,250000,Hyundai,40000,Petrol,Hatchback,5,First-Owner,Manual
2023 Hyundai Grand i10 Nios,Grand i10 Nios 2019-2023,2023,680000,Hyundai,20000,Petrol,Hatchback,5,First-Owner,Manual
2015 Tata Safari,Safari 2005-2017,2015,350000,Tata,150000,Diesel,SUV,7,First-Owner,Manual
2024 Mahindra Bolero,Bolero,2024,1095000,Mahindra,40000,Diesel,SUV,7,First-Owner,Manual
2019 Mahindra Marazzo,Marazzo,2019,750000,Mahindra,70000,Diesel,MUV,7,First-Owner,Manual
2018 Tata Tigor,Tigor 2017-2020,2018,380000,Tata,80000,Petrol,Sedan,5,Second-Owner,Manual
2022 Tata Tigor,Tigor,2022,480000,Tata,100000,Petrol,Sedan,5,Second-Owner,Manual
2012 Tata Indica,Indica Vista 2008-2013,2012,100000,Tata,150000,Diesel,Hatchback,5,Second-Owner,Manual
2018 Maruti Baleno,Baleno 2015-2022,2018,500000,Maruti,150000,Petrol,Hatchback,5,First-Owner,Manual
2018 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2018,575000,Maruti,120000,Diesel,SUV,5,Second-Owner,Manual
2006 Honda Civic,Civic 2006-2010,2006,130000,Honda,20000,Petrol,Sedan,5,Fourth-Owner,Manual
2013 Chevrolet Sail,Sail,2013,150000,Chevrolet,170000,Diesel,Sedan,5,First-Owner,Manual
2021 Hyundai Santro,Santro,2021,452000,Hyundai,58000,Petrol,Hatchback,5,First-Owner,Manual
2015 Maruti Ciaz,Ciaz 2014-2017,2015,475000,Maruti,96000,Diesel,Sedan,5,Second-Owner,Manual
2015 Hyundai Verna,Verna 2011-2015,2015,400000,Hyundai,100000,Diesel,Sedan,5,Second-Owner,Manual
2018 Hyundai Xcent,Xcent,2018,390000,Hyundai,83000,Diesel,Sedan,5,First-Owner,Manual
2011 Hyundai Santro Xing,Santro Xing,2011,150000,Hyundai,120000,Petrol,Hatchback,5,First-Owner,Manual
2018 Maruti Ertiga,Ertiga 2015-2022,2018,851000,Maruti,58000,Diesel,MUV,7,First-Owner,Manual
2023 Maruti Alto K10,Alto K10,2023,550000,Maruti,30000,Petrol,Hatchback,5,First-Owner,Manual
2008 Hyundai i10,i10 2007-2010,2008,130000,Hyundai,135000,Petrol,Hatchback,5,Fourth-Owner,Manual
2012 Hyundai EON,EON,2012,170000,Hyundai,80000,Petrol,Hatchback,5,Third-Owner,Manual
2023 Tata Harrier,Harrier 2019-2023,2023,1450000,Tata,39000,Diesel,SUV,5,First-Owner,Manual
2011 Mahindra Bolero,Bolero 2011-2019,2011,410000,Mahindra,60000,Diesel,SUV,9,First-Owner,Manual
2024 Maruti Ertiga,Ertiga,2024,1270000,Maruti,60000,CNG,MUV,7,First-Owner,Manual
2013 Maruti Ertiga,Ertiga 2012-2015,2013,420000,Maruti,80000,Petrol,MUV,7,Second-Owner,Manual
2018 Mahindra Bolero Power Plus,Bolero Power Plus,2018,785000,Mahindra,42000,Diesel,SUV,7,First-Owner,Manual
2019 Mahindra Marazzo,Marazzo,2019,750000,Mahindra,90000,Diesel,MUV,7,Third-Owner,Manual
2014 Volvo XC60,XC60,2014,1100000,Volvo,160000,Diesel,SUV,5,Second-Owner,Automatic
2014 Honda City,City 2014-2015,2014,400000,Honda,90000,Diesel,Sedan,5,Second-Owner,Manual
2011 Maruti A-Star,A-Star,2011,150000,Maruti,50000,Petrol,Hatchback,5,Second-Owner,Manual
2010 Mahindra Scorpio,Scorpio 2006-2009,2010,300000,Mahindra,120000,Diesel,SUV,8,Second-Owner,Automatic
2021 Tata Nexon,Nexon 2020-2023,2021,750000,Tata,20000,Diesel,SUV,5,First-Owner,Manual
2012 Volkswagen Vento,Vento 2010-2014,2012,250000,Volkswagen,60000,Petrol,Sedan,5,Second-Owner,Manual
2025 Maruti Swift,Swift,2025,750000,Maruti,10000,Petrol,Hatchback,5,First-Owner,Manual
2020 Maruti Baleno,Baleno 2015-2022,2020,550000,Maruti,80000,Petrol,Hatchback,5,Second-Owner,Manual
2023 Honda Amaze 2nd Gen,Amaze 2nd Gen,2023,750000,Honda,30000,Petrol,Sedan,5,First-Owner,Manual
2019 Hyundai Creta,Creta 2015-2020,2019,850000,Hyundai,70000,Diesel,SUV,5,First-Owner,Manual
2018 Maruti Baleno,Baleno 2015-2022,2018,700000,Maruti,5600,Petrol,Hatchback,5,First-Owner,Manual
2015 Maruti Alto K10,Alto K10 2014-2020,2015,230000,Maruti,45000,Petrol,Hatchback,5,First-Owner,Manual
2024 MG Gloster,Gloster,2024,3900000,MG,10000,Diesel,SUV,7,First-Owner,Automatic
2015 Fiat Avventura,Avventura,2015,300000,Fiat,150000,Diesel,Hatchback,5,First-Owner,Manual
2016 Hyundai i20,Elite i20 2014-2017,2016,400000,Hyundai,100000,Petrol,Hatchback,5,First-Owner,Manual
2023 MG Astor,Astor,2023,1500000,MG,30000,Petrol,SUV,5,First-Owner,Manual
2017 Honda City,City 2015-2017,2017,785000,Honda,60000,Diesel,Sedan,5,Second-Owner,Manual
2022 Maruti Baleno,Baleno 2015-2022,2022,620000,Maruti,60000,Petrol,Hatchback,5,First-Owner,Manual
2018 Maruti Swift,Swift 2018,2018,500000,Maruti,150000,Diesel,Hatchback,5,First-Owner,Manual
2015 Maruti Wagon R,Wagon R 2013-2022,2015,365000,Maruti,80000,Petrol,Hatchback,5,Second-Owner,Manual
2017 Hyundai Verna,Verna 2016-2017,2017,650000,Hyundai,60000,Petrol,Sedan,5,First-Owner,Manual
2016 Chevrolet Sail,Sail,2016,175000,Chevrolet,70000,Petrol,Sedan,5,Second-Owner,Manual
2011 Maruti Alto 800,Alto 2000-2012,2011,150000,Maruti,30000,Petrol,Hatchback,5,Second-Owner,Manual
2024 Maruti FRONX,FRONX,2024,1334000,Maruti,20000,Petrol,SUV,5,First-Owner,Automatic
2016 Chevrolet Beat,Beat 2014-2016,2016,130000,Chevrolet,80000,Diesel,Hatchback,5,Fourth-Owner,Manual
2023 Tata Nexon,Nexon 2020-2023,2023,1000000,Tata,30000,Diesel,SUV,5,First-Owner,Manual
2020 Hyundai Aura,Aura 2020-2023,2020,400000,Hyundai,50000,Petrol,Sedan,5,Second-Owner,Manual
2012 Hyundai Verna,Verna 2011-2015,2012,430000,Hyundai,120000,Diesel,Sedan,5,First-Owner,Manual
2019 Hyundai Grand i10,Grand i10,2019,250000,Hyundai,70000,Diesel,Hatchback,5,Third-Owner,Manual
2018 Mahindra Bolero Power Plus,Bolero Power Plus,2018,380000,Mahindra,100000,Diesel,SUV,7,Fourth-Owner,Manual
2018 Mercedes-Benz S-Class,S-Class 2012-2021,2018,6200000,Mercedes-Benz,32666,Petrol,Sedan,5,First-Owner,Automatic
2019 Tata Nexon,Nexon 2017-2020,2019,480000,Tata,68000,Diesel,SUV,5,First-Owner,Manual
2018 Hyundai i20,Elite i20 2017-2020,2018,410000,Hyundai,56000,Petrol,Hatchback,5,First-Owner,Manual
2014 Jaguar XF,XF,2014,900000,Jaguar,108000,Petrol,Sedan,5,Third-Owner,Automatic
2024 BMW i5,i5,2024,9000000,BMW,5000,Electric,Sedan,5,Second-Owner,Automatic
2012 Nissan Micra,Micra 2010-2012,2012,75000,Nissan,120000,Diesel,Hatchback,5,Second-Owner,Manual
2012 Ford Figo,Figo 2010-2012,2012,60000,Ford,100000,Diesel,Hatchback,5,Second-Owner,Manual
2025 Tata Punch,Punch,2025,600000,Tata,10000,Petrol,SUV,5,First-Owner,Manual
2024 Mini Cooper SE,Cooper SE,2024,3700000,Mini,4343,Electric,Hatchback,4,First-Owner,Automatic
2025 Mahindra XUV700,XUV700,2025,1649000,Mahindra,10000,Petrol,SUV,7,First-Owner,Manual
2009 Hyundai Santro Xing,Santro Xing,2009,125000,Hyundai,40000,Petrol,Hatchback,5,First-Owner,Manual
2021 Nissan Magnite,Magnite 2020-2024,2021,525000,Nissan,54000,Petrol,SUV,5,First-Owner,Manual
2021 Mercedes-Benz E-Class,E-Class 2017-2021,2021,5500000,Mercedes-Benz,30000,Petrol,Sedan,5,First-Owner,Automatic
2025 Mahindra Thar,Thar,2025,1400000,Mahindra,25000,Diesel,SUV,4,First-Owner,Manual
2009 Hyundai Santro Xing,Santro Xing,2009,71000,Hyundai,90000,Petrol,Hatchback,5,Second-Owner,Manual
2012 Chevrolet Beat,Beat 2009-2013,2012,100000,Chevrolet,80000,Diesel,Hatchback,5,First-Owner,Manual
2022 Volvo XC40,XC40 2018-2022,2022,3100000,Volvo,33683,Petrol,SUV,5,First-Owner,Automatic
2024 Maruti Ertiga,Ertiga,2024,1205000,Maruti,34000,Petrol,MUV,7,First-Owner,Manual
2024 Maruti FRONX,FRONX,2024,850000,Maruti,50000,CNG,SUV,5,First-Owner,Manual
2019 Jeep Compass,Compass 2017-2021,2019,1250000,Jeep,80000,Diesel,SUV,5,First-Owner,Manual
2021 Tata Harrier,Harrier 2019-2023,2021,1800000,Tata,18000,Diesel,SUV,5,First-Owner,Manual
2018 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2018,500000,Maruti,150000,Diesel,SUV,5,First-Owner,Manual
2014 Maruti Swift Dzire,Swift Dzire 2011-2014,2014,150000,Maruti,90000,Petrol,Sedan,5,First-Owner,Manual
2014 Maruti Swift Dzire,Swift Dzire 2011-2014,2014,300000,Maruti,9000,Petrol,Sedan,5,Second-Owner,Manual
2023 Maruti S-Presso,S-Presso,2023,450000,Maruti,17000,Petrol,Hatchback,5,First-Owner,Automatic
2021 Ford Freestyle,Freestyle,2021,450000,Ford,120000,Petrol,Hatchback,5,First-Owner,Manual
2016 Maruti Wagon R,Wagon R 2013-2022,2016,396000,Maruti,126000,Petrol,Hatchback,5,Second-Owner,Manual
2020 Kia Sonet,Sonet 2020-2024,2020,690000,Kia,45000,Diesel,SUV,5,First-Owner,Manual
2025 Tata Nexon,Nexon,2025,1350000,Tata,10000,Petrol,SUV,5,First-Owner,Manual
2013 Toyota Innova,Innova,2013,550000,Toyota,93000,Diesel,MUV,7,First-Owner,Manual
2021 Kia Seltos,Seltos 2019-2023,2021,1075000,Kia,55000,Diesel,SUV,5,First-Owner,Manual
2017 Maruti Swift,Swift 2014-2021,2017,399000,Maruti,55000,Diesel,Hatchback,5,First-Owner,Manual
2009 Toyota Corolla,Corolla,2009,165000,Toyota,55000,Petrol,Sedan,5,Fourth-Owner,Manual
2018 Maruti Swift Dzire,Swift Dzire 2015-2017,2018,515000,Maruti,57000,Petrol,Sedan,5,First-Owner,Manual
2014 Maruti Alto 800,Alto 800 2012-2016,2014,195000,Maruti,52000,Petrol,Hatchback,5,First-Owner,Manual
2012 Toyota Etios,Etios 2010-2012,2012,225000,Toyota,45000,Petrol,Sedan,5,Second-Owner,Manual
2016 Maruti Ertiga,Ertiga 2015-2022,2016,575000,Maruti,48000,Diesel,MUV,7,Second-Owner,Manual
2022 Maruti Wagon R,Wagon R,2022,565000,Maruti,31000,Petrol,Hatchback,5,First-Owner,Manual
2019 Maruti Ertiga,Ertiga 2015-2022,2019,875000,Maruti,65000,Diesel,MUV,7,Second-Owner,Manual
2010 Maruti Alto 800,Alto 2000-2012,2010,135000,Maruti,46000,Petrol,Hatchback,5,First-Owner,Manual
2021 Hyundai Venue,Venue 2019-2022,2021,900000,Hyundai,20000,Petrol,SUV,5,First-Owner,Automatic
2022 Tata Nexon,Nexon 2020-2023,2022,800000,Tata,40000,Petrol,SUV,5,First-Owner,Manual
2022 Kia Seltos,Seltos 2019-2023,2022,1720000,Kia,40000,Petrol,SUV,5,First-Owner,Manual
2015 Maruti Swift,Swift 2014-2021,2015,585000,Maruti,10000,Petrol,Hatchback,5,First-Owner,Manual
2016 Hyundai Xcent,Xcent 2014-2016,2016,320000,Hyundai,50000,Petrol,Sedan,5,Second-Owner,Manual
2018 Mahindra XUV500,XUV500,2018,1050000,Mahindra,70000,Diesel,SUV,7,First-Owner,Manual
2011 Maruti Wagon R,Wagon R 2010-2013,2011,247866,Maruti,90000,Petrol,Hatchback,5,First-Owner,Manual
2014 Hyundai EON,EON,2014,150000,Hyundai,51000,Petrol,Hatchback,5,First-Owner,Manual
2020 Tata Nexon,Nexon 2020-2023,2020,600000,Tata,40000,Petrol,SUV,5,Third-Owner,Automatic
2012 Maruti Alto 800,Alto 800 2012-2016,2012,160000,Maruti,20000,Petrol,Hatchback,5,Second-Owner,Manual
2019 Maruti Wagon R,Wagon R 2013-2022,2019,460000,Maruti,89000,Petrol,Hatchback,5,Second-Owner,Manual
2024 Maruti XL6,XL6,2024,1300000,Maruti,12000,Petrol,MUV,6,First-Owner,Manual
2019 Maruti XL6,XL6 2019-2022,2019,800000,Maruti,36000,Petrol,MUV,6,First-Owner,Manual
2023 Maruti Baleno,Baleno,2023,750000,Maruti,20000,Petrol,Hatchback,5,First-Owner,Automatic
2024 Maruti Swift Dzire,Swift Dzire 2020-2024,2024,650000,Maruti,32000,Petrol,Sedan,5,First-Owner,Manual
2017 Ford Figo,Figo 2015-2019,2017,350000,Ford,42000,Petrol,Hatchback,5,First-Owner,Manual
2020 Renault Triber,Triber 2019-2025,2020,435000,Renault,40000,Petrol,MUV,7,First-Owner,Manual
2022 Hyundai Venue,Venue,2022,950000,Hyundai,50000,Diesel,SUV,5,First-Owner,Manual
2018 Hyundai Grand i10,Grand i10,2018,500000,Hyundai,70000,Petrol,Hatchback,5,Second-Owner,Manual
2022 Hyundai Venue,Venue 2019-2022,2022,1099999,Hyundai,50000,Diesel,SUV,5,First-Owner,Manual
2018 Hyundai Grand i10,Grand i10,2018,495000,Hyundai,30000,Petrol,Hatchback,5,First-Owner,Manual
2017 Maruti Vitara Brezza,Vitara Brezza 2016-2020,2017,750000,Maruti,100000,Diesel,SUV,5,First-Owner,Manual
2021 Maruti Ertiga,Ertiga 2015-2022,2021,890000,Maruti,100000,Petrol,MUV,7,First-Owner,Manual
2017 Maruti Wagon R,Wagon R 2013-2022,2017,355000,Maruti,40000,Petrol,Hatchback,5,Second-Owner,Manual
2019 Maruti Swift,Swift 2014-2021,2019,650000,Maruti,80000,Diesel,Hatchback,5,Second-Owner,Manual
2022 Maruti Baleno,Baleno,2022,590000,Maruti,60000,Petrol,Hatchback,5,First-Owner,Manual
2012 Chevrolet Tavera,Tavera 2012-2017,2012,280000,Chevrolet,160000,Diesel,MUV,10,Fifth-Owner,Manual
2024 Mahindra Bolero,Bolero,2024,950000,Mahindra,20000,Diesel,SUV,7,First-Owner,Manual
2022 Renault Kiger,Kiger 2021-2023,2022,575000,Renault,38000,Petrol,SUV,5,First-Owner,Manual
2017 Renault KWID,KWID 2015-2019,2017,350000,Renault,100000,Petrol,Hatchback,5,First-Owner,Manual
2024 Tata Tiago,Tiago,2024,650000,Tata,10000,Petrol,Hatchback,5,First-Owner,Manual
2013 Maruti Alto 800,Alto 800 2012-2016,2013,170000,Maruti,101600,Petrol,Hatchback,5,Third-Owner,Manual
2011 Chevrolet Tavera,Tavera Neo,2011,200000,Chevrolet,94000,Diesel,MUV,7,Fourth-Owner,Manual
2008 Maruti Swift Dzire,Swift Dzire 2008-2012,2008,170000,Maruti,54000,Diesel,Sedan,5,First-Owner,Manual
2023 Maruti Grand Vitara,Grand Vitara,2023,1500000,Maruti,10000,Petrol,SUV,5,First-Owner,Manual
2023 Tata Altroz,Altroz 2023-2025,2023,830000,Tata,30000,Petrol,Hatchback,5,First-Owner,Manual
2017 Hyundai i20 Active,i20 Active,2017,500000,Hyundai,50000,Petrol,Hatchback,5,First-Owner,Manual
2017 Renault KWID,KWID 2015-2019,2017,321000,Renault,30000,Petrol,Hatchback,5,First-Owner,Manual
2020 MG Hector Plus,Hector Plus 2020-2023,2020,1000000,MG,30000,Diesel,SUV,6,First-Owner,Manual
2012 Maruti Swift,Swift 2010-2014,2012,300000,Maruti,80000,Diesel,Hatchback,5,First-Owner,Manual
